trial, condition, presented_words, recalled_words
216,chunking,"['E', 'X', 'E', 'F', 'Y', 'I', 'T']","['E', 'X', 'E', 'F', 'Y', 'I', 'T']"
217,chunking,"['G', 'L', 'I', 'T', 'F', 'Y', 'I']","['G', 'L', 'I', 'T', 'F', 'Y', 'I']"
218,chunking,"['S', 'M', 'H', 'N', 'O', 'D', 'R']","['S', 'M', 'H', 'N', 'O', 'D', 'R']"
219,chunking,"['R', 'A', 'R', 'H', 'A', 'C', 'K']","['R', 'A', 'R', 'H', 'A', 'C', 'K']"
220,chunking,"['D', 'S', 'B', 'S', 'E', 'T', 'H']","['D', 'S', 'B', 'S', 'E', 'T', 'H']"
221,chunking,"['T', 'B', 'H', 'H', 'D', 'Z', 'I']","['T', 'B', 'H', 'H', 'D', 'Z', 'I']"
222,chunking,"['H', 'F', 'I', 'R', 'L', 'D', 'E']","['H', 'F', 'I', 'R', 'L', 'H', 'D']"
223,chunking,"['D', 'V', 'D', 'N', 'O', 'O', 'B']","['D', 'V', 'D', 'N', 'O', 'O', 'B']"
224,chunking,"['H', 'R', 'M', 'E', 'M', 'E', 'D']","['N', 'R', 'M', 'E', 'M', 'E', 'D']"
225,suppression,"['I', 'Z', 'W', 'G', 'J', 'U', 'M']","['I', 'Z', 'W', 'J', 'M', 'R', 'E']"
226,suppression,"['O', 'E', 'L', 'Q', 'V', 'C', 'I']","['O', 'E', 'L', 'Q', 'M', 'I', 'R']"
227,suppression,"['R', 'L', 'E', 'F', 'Z', 'Q', 'A']","['R', 'E', 'L', 'F', 'C', 'A', 'Q']"
228,suppression,"['Y', 'U', 'M', 'C', 'D', 'R', 'N']","['Y', 'M', 'C', 'D', 'U', 'V', 'F']"
229,suppression,"['E', 'M', 'V', 'X', 'U', 'O', 'C']","['E', 'M', 'V', 'X', 'E', 'C', 'E']"
230,suppression,"['I', 'Z', 'H', 'O', 'L', 'C', 'A']","['I', 'Z', 'L', 'W', 'E', 'R', 'E']"
231,suppression,"['O', 'A', 'Z', 'M', 'W', 'F', 'D']","['O', 'A', 'R', 'M', 'W', 'L', 'R']"
232,suppression,"['P', 'D', 'W', 'J', 'Z', 'L', 'E']","['P', 'W', 'D', 'J', 'R', 'L', 'E']"
233,suppression,"['B', 'M', 'X', 'P', 'E', 'N', 'O']","['B', 'M', 'W', 'X', 'C', 'E']"
234,suppression,"['K', 'E', 'Y', 'W', 'D', 'S', 'X']","['K', 'E', 'L', 'W', 'R', 'B', 'R']"
235,suppression,"['H', 'Q', 'A', 'Z', 'R', 'K', 'T']","['H', 'Q', 'A', 'Z', 'E', 'U', 'R']"
236,suppression,"['D', 'P', 'U', 'H', 'Z', 'L', 'T']","['D', 'P', 'U', 'Z', 'L', 'T', 'R']"
237,suppression,"['H', 'Y', 'X', 'I', 'S', 'L', 'E']","['H', 'Y', 'X', 'I', 'R', 'L', 'K']"
238,suppression,"['Q', 'Z', 'N', 'F', 'G', 'P', 'B']","['Q', 'R', 'Z', 'N', 'B', 'P', 'R']"
239,suppression,"['S', 'E', 'I', 'L', 'Q', 'F', 'V']","['S', 'E', 'I', 'C', 'L', 'E', 'R']"
240,suppression,"['J', 'D', 'U', 'N', 'K', 'L', 'G']","['L', 'D', 'R', 'W', 'G', 'H']"
241,suppression,"['R', 'U', 'T', 'F', 'H', 'K', 'Q']","['R', 'U', 'L', 'F', 'W', 'E', 'R']"
242,suppression,"['G', 'E', 'O', 'Y', 'D', 'U', 'L']","['G', 'E', 'O', 'R', 'Y', 'L', 'R']"
243,suppression,"['Z', 'D', 'U', 'S', 'P', 'F', 'A']","['Z', 'D', 'U', 'L', 'P', 'Z', 'A']"
244,suppression,"['N', 'B', 'O', 'X', 'K', 'L', 'I']","['N', 'B', 'O', 'L', 'I', 'R', 'E']"
245,suppression,"['Z', 'O', 'E', 'T', 'P', 'Y', 'K']","['Z', 'O', 'E', 'T', 'P', 'R', 'L']"
246,normal,"['Z', 'J', 'E', 'Q', 'G', 'T', 'V']","['Z', 'J', 'E', 'Q', 'G', 'T', 'V']"
247,normal,"['S', 'P', 'B', 'J', 'N', 'W', 'Q']","['S', 'P', 'B', 'J', 'N', 'Q', 'W']"
248,normal,"['C', 'J', 'I', 'P', 'M', 'D', 'H']","['C', 'J', 'I', 'M', 'P', 'D', 'H']"
249,normal,"['Y', 'O', 'W', 'Q', 'D', 'V', 'G']","['Y', 'O', 'W', 'Q', 'G']"
250,normal,"['P', 'H', 'A', 'M', 'W', 'C', 'O']","['P', 'H', 'A', 'M', 'W', 'C', 'O']"
251,normal,"['B', 'M', 'R', 'K', 'D', 'F', 'T']","['B', 'M', 'R', 'D', 'K', 'F', 'T']"
252,normal,"['L', 'Q', 'J', 'P', 'N', 'C', 'W']","['L', 'Q', 'P', 'J', 'N', 'C', 'W']"
253,normal,"['V', 'E', 'A', 'G', 'T', 'S', 'H']","['V', 'E', 'A', 'G', 'S', 'T', 'H']"
254,normal,"['N', 'D', 'L', 'F', 'J', 'W', 'R']","['N', 'D', 'L', 'J', 'F', 'W', 'R']"
255,normal,"['R', 'O', 'P', 'H', 'G', 'M', 'T']","['R', 'O', 'P', 'H', 'M', 'G', 'T']"
256,normal,"['K', 'E', 'Q', 'D', 'T', 'H', 'L']","['K', 'E', 'Q', 'D', 'T', 'H', 'L']"
257,normal,"['S', 'M', 'A', 'F', 'R', 'W', 'J']","['S', 'A', 'M', 'F', 'R', 'W', 'J']"
258,normal,"['H', 'C', 'G', 'L', 'T', 'P', 'V']","['H', 'C', 'G', 'L', 'T', 'P', 'V']"
259,normal,"['J', 'N', 'F', 'R', 'M', 'E', 'Q']","['J', 'N', 'F', 'M', 'R', 'E', 'Q']"
260,normal,"['T', 'D', 'C', 'L', 'P', 'H', 'W']","['T', 'D', 'L', 'C', 'P', 'H', 'W']"
261,normal,"['M', 'R', 'S', 'G', 'E', 'V', 'K']","['M', 'R', 'G', 'S', 'E', 'V', 'K']"
262,normal,"['Q', 'A', 'H', 'P', 'D', 'L', 'F']","['Q', 'A', 'H', 'D', 'P', 'L', 'F']"
263,normal,"['C', 'W', 'T', 'R', 'N', 'J', 'B']","['C', 'W', 'T', 'N', 'R', 'J', 'B']"
264,normal,"['E', 'K', 'P', 'F', 'S', 'Q', 'M']","['E', 'K', 'P', 'F', 'S', 'Q', 'M']"
265,normal,"['L', 'V', 'G', 'C', 'H', 'T', 'D']","['L', 'V', 'G', 'C', 'H', 'T', 'D']"
266,suppression,"['B', 'A', 'V', 'E', 'T', 'Y', 'O']","['B', 'A', 'V', 'E', 'T', 'Y', 'O']"
267,suppression,"['H', 'A', 'N', 'R', 'S', 'L', 'E']","['H', 'A', 'N', 'R', 'S', 'E']"
268,suppression,"['J', 'M', 'A', 'Y', 'O', 'X', 'I']","['J', 'M', 'A', 'Y', 'Q', 'T', 'O']"
269,suppression,"['Z', 'G', 'Q', 'N', 'I', 'S', 'L']","['Z', 'G', 'Q', 'N', 'I', 'L', 'S']"
270,suppression,"['F', 'W', 'J', 'S', 'U', 'L', 'K']","['F', 'W', 'J', 'Z', 'Q', 'E']"
271,suppression,"['D', 'A', 'K', 'M', 'T', 'R', 'E']","['D', 'A', 'K', 'M', 'T', 'R', 'E']"
272,suppression,"['G', 'L', 'S', 'A', 'E', 'H', 'N']","['G', 'L', 'S', 'A', 'H', 'E', 'N']"
273,suppression,"['T', 'C', 'P', 'H', 'R', 'A', 'W']","['T', 'C', 'P', 'H', 'R', 'A', 'W']"
274,suppression,"['M', 'Q', 'D', 'E', 'L', 'V', 'Y']","['M', 'Q', 'D', 'E', 'L', 'Y']"
275,suppression,"['A', 'R', 'K', 'T', 'C', 'N', 'U']","['A', 'R', 'K', 'T', 'C', 'N', 'U']"
276,suppression,"['W', 'H', 'E', 'B', 'S', 'T', 'C']","['W', 'H', 'E', 'S', 'B', 'T', 'C']"
277,suppression,"['P', 'D', 'J', 'N', 'M', 'L', 'F']","['P', 'D', 'J', 'N', 'L', 'M', 'F']"
278,suppression,"['C', 'A', 'G', 'L', 'T', 'E', 'R']","['C', 'A', 'G', 'L', 'T', 'E', 'R']"
279,suppression,"['V', 'K', 'H', 'Q', 'J', 'P', 'S']","['V', 'K', 'H', 'Q', 'P', 'J', 'S']"
280,suppression,"['N', 'E', 'M', 'R', 'B', 'G', 'D']","['N', 'E', 'M', 'R', 'B', 'G', 'D']"
281,suppression,"['Y', 'T', 'C', 'A', 'L', 'H', 'O']","['Y', 'T', 'C', 'A', 'L', 'O', 'H']"
282,suppression,"['R', 'F', 'A', 'M', 'K', 'W', 'I']","['R', 'F', 'A', 'M', 'W', 'K', 'I']"
283,suppression,"['G', 'S', 'L', 'D', 'H', 'C', 'P']","['G', 'S', 'L', 'D', 'H', 'C', 'P']"
284,suppression,"['Q', 'B', 'T', 'E', 'A', 'V', 'M']","['Q', 'B', 'T', 'E', 'A', 'M', 'V']"
285,suppression,"['U', 'I', 'O', 'C', 'F', 'R', 'Y']","['U', 'I', 'O', 'F', 'C', 'R', 'Y']"
286,tapping,"['S', 'X', 'U', 'P', 'L', 'Q', 'A']","['S', 'X', 'U', 'L', 'P', 'Q', 'A']"
287,tapping,"['Q', 'D', 'S', 'Z', 'I', 'A', 'W']","['Q', 'D', 'S', 'Z', 'I', 'A', 'W']"
288,tapping,"['Y', 'J', 'Z', 'N', 'R', 'P', 'Q']","['Y', 'J', 'Z', 'N', 'R', 'Q', 'P']"
289,tapping,"['L', 'N', 'Z', 'J', 'X', 'P', 'H']","['L', 'N', 'Z', 'J', 'O', 'X', 'W']"
290,tapping,"['Y', 'V', 'R', 'E', 'C', 'O', 'B']","['Y', 'V', 'R', 'E', 'C', 'O', 'P']"
291,tapping,"['L', 'C', 'T', 'J', 'A', 'R', 'W']","['L', 'C', 'T', 'J', 'R', 'A', 'W']"
292,tapping,"['Q', 'H', 'F', 'E', 'V', 'P', 'N']","['Q', 'H', 'F', 'V', 'E', 'P', 'N']"
293,tapping,"['S', 'D', 'K', 'A', 'J', 'G', 'M']","['S', 'D', 'K', 'J', 'A', 'G', 'M']"
294,tapping,"['B', 'Y', 'R', 'T', 'Q', 'O', 'H']","['B', 'Y', 'R', 'Q', 'T', 'O', 'H']"
295,tapping,"['W', 'E', 'M', 'L', 'P', 'I', 'C']","['W', 'E', 'M', 'L', 'I', 'P', 'C']"
296,tapping,"['A', 'T', 'V', 'H', 'N', 'D', 'K']","['A', 'T', 'H', 'V', 'N', 'D', 'K']"
297,tapping,"['K', 'O', 'F', 'J', 'P', 'Q', 'L']","['K', 'O', 'F', 'J', 'Q', 'P', 'L']"
298,tapping,"['R', 'C', 'A', 'T', 'S', 'G', 'M']","['R', 'C', 'A', 'S', 'T', 'G', 'M']"
299,tapping,"['N', 'W', 'E', 'Y', 'B', 'H', 'D']","['N', 'W', 'E', 'Y', 'H', 'B', 'D']"
300,tapping,"['G', 'Q', 'M', 'F', 'K', 'A', 'R']","['G', 'Q', 'M', 'K', 'F', 'A', 'R']"
301,tapping,"['J', 'P', 'L', 'N', 'T', 'E', 'V']","['J', 'P', 'L', 'N', 'T', 'V', 'E']"
302,tapping,"['H', 'D', 'C', 'F', 'M', 'W', 'O']","['H', 'D', 'C', 'F', 'W', 'M', 'O']"
303,tapping,"['T', 'E', 'B', 'Q', 'S', 'I', 'P']","['T', 'E', 'B', 'S', 'Q', 'I', 'P']"
304,tapping,"['M', 'R', 'A', 'C', 'L', 'K', 'Y']","['M', 'R', 'A', 'C', 'K', 'L', 'Y']"
305,tapping,"['V', 'G', 'D', 'O', 'W', 'H', 'F']","['V', 'G', 'D', 'O', 'H', 'W', 'F']"
306,chunking,"['W', 'P', 'R', 'I', 'P', 'C', 'D']","['W', 'P', 'R', 'I', 'P', 'C', 'D']"
307,chunking,"['G', 'P', 'S', 'I', 'M', 'O', 'R']","['G', 'P', 'S', 'I', 'M', 'O', 'R']"
308,chunking,"['H', 'D', 'P', 'C', 'H', 'R', 'H']","['H', 'D', 'P', 'C', 'H', 'R', 'H']"
309,chunking,"['O', 'P', 'D', 'I', 'Y', 'Z', 'I']","['O', 'P', 'D', 'I', 'Y', 'Z', 'I']"
310,chunking,"['D', 'I', 'Y', 'S', 'M', 'H', 'H']","['D', 'I', 'Y', 'S', 'M', 'H', 'H']"
311,chunking,"['M', 'A', 'M', 'L', 'T', 'R', 'M']","['M', 'A', 'M', 'L', 'T', 'R', 'M']"
312,chunking,"['H', 'R', 'C', 'H', 'P', 'H', 'S']","['H', 'R', 'C', 'H', 'P', 'H', 'S']"
313,chunking,"['O', 'D', 'O', 'G', 'O', 'D', 'O']","['O', 'D', 'O', 'G', 'O', 'D', 'O']"
314,chunking,"['S', 'P', 'L', 'I', 'T', 'I', 'P']","['S', 'P', 'L', 'I', 'T', 'I', 'P']"
315,chunking,"['R', 'E', 'N', 'R', 'A', 'N', 'A']","['R', 'E', 'N', 'R', 'A', 'M', 'A']"
316,chunking,"['G', 'A', 'T', 'G', 'R', 'G', 'A']","['G', 'A', 'T', 'G', 'R', 'G', 'A']"
317,chunking,"['P', 'O', 'L', 'L', 'I', 'N', 'O']","['P', 'O', 'L', 'L', 'I', 'N', 'O']"
318,chunking,"['C', 'A', 'R', 'C', 'A', 'R', 'A']","['C', 'A', 'R', 'C', 'A', 'R', 'A']"
319,chunking,"['H', 'I', 'P', 'H', 'O', 'P', 'H']","['H', 'I', 'P', 'H', 'O', 'H', 'H']"
320,chunking,"['T', 'R', 'E', 'T', 'A', 'R', 'E']","['T', 'R', 'E', 'T', 'A', 'R', 'E']"
321,chunking,"['F', 'L', 'I', 'P', 'F', 'L', 'I']","['F', 'L', 'I', 'P', 'F', 'L', 'I']"
322,chunking,"['S', 'O', 'S', 'I', 'G', 'I', 'S']","['S', 'O', 'S', 'I', 'G', 'I', 'S']"
323,chunking,"['R', 'O', 'C', 'C', 'O', 'R', 'O']","['R', 'O', 'C', 'C', 'O', 'R', 'O']"
324,chunking,"['L', 'A', 'L', 'M', 'A', 'L', 'A']","['L', 'A', 'L', 'M', 'A', 'L', 'A']"
325,chunking,"['P', 'I', 'P', 'E', 'P', 'I', 'P']","['P', 'I', 'P', 'E', 'P', 'I', 'P']"
