trial,condition,presented_words,recalled_words
110,break,"['pals', 'rain', 'lion', 'aunt', 'bike', 'milk', 'diva', 'taco', 'back', 'isle', 'rope', 'roof', 'mole', 'peer', 'tuna']","['rain', 'milk', 'taco', 'isle', 'roof', 'tuna', 'mole']"
111,break,"['lips', 'mule', 'beer', 'aunt', 'gang', 'cave', 'lamb', 'lamp', 'port', 'twin', 'pear', 'game', 'shoe', 'boss', 'cart']","['mule', 'beer', 'lamp', 'twin', 'pear', 'game', 'boss', 'cart']"
112,break,"['mine', 'hill', 'sofa', 'cola', 'pipe', 'mask', 'roll', 'deer', 'isle', 'fork', 'nose', 'lips', 'kite', 'desk', 'yard']","['hill', 'pipe', 'deer', 'nose', 'lips', 'yard']"
113,break,"['deer', 'city', 'tool', 'seal', 'wall', 'bike', 'worm', 'carp', 'papa', 'peak', 'chip', 'head', 'lion', 'cola', 'mate']","['deer', 'seal', 'papa', 'head', 'lion', 'mate', 'wall']"
114,break,"['clam', 'town', 'wind', 'barn', 'rock', 'tree', 'mole', 'lock', 'bush', 'beef', 'deer', 'mine', 'lark', 'wood', 'frog']","['town', 'rock', 'deer', 'mine', 'frog', 'barn', 'wind', 'tree']"
115,break,"['nail', 'cave', 'bear', 'chef', 'twin', 'roll', 'foot', 'city', 'dock', 'bowl', 'coin', 'skin', 'pear', 'baby', 'mate']","['nail', 'bear', 'chef', 'twin', 'coin', 'pear']"
116,break,"['note', 'reef', 'fork', 'milk', 'head', 'city', 'stew', 'wrap', 'gang', 'barn', 'boss', 'lord', 'bull', 'pear', 'roof']","['note', 'milk', 'head', 'stew', 'pear', 'roof', 'bull']"
117,break,"['fern', 'team', 'lamp', 'rice', 'neck', 'lion', 'reef', 'moon', 'bike', 'ring', 'road', 'frog', 'bell', 'coin', 'milk']","['lamp', 'lion', 'reef', 'moon', 'ring', 'frog', 'bell', 'milk']"
118,break,"['mall', 'star', 'meat', 'nail', 'bush', 'hero', 'boot', 'door', 'corn', 'pear', 'bell', 'lamb', 'crow', 'roof', 'team']","['star', 'hero', 'boot', 'door', 'bell', 'roof']"
119,break,"['hair', 'gnat', 'toad', 'hero', 'diva', 'bush', 'note', 'kite', 'tree', 'rock', 'book', 'cart', 'carp', 'frog', 'park']","['toad', 'hero', 'note', 'tree', 'rock', 'frog', 'park']"
120,break,"['pear', 'foot', 'toad', 'nail', 'tent', 'film', 'folk', 'boar', 'crab', 'maid', 'chin', 'cart', 'dust', 'brat', 'dove']","['foot', 'toad', 'film', 'crab', 'maid', 'dove', 'nail', 'tent']"
121,math,"['hand', 'mule', 'crew', 'soup', 'roll', 'rain', 'wolf', 'mine', 'sock', 'crab', 'frog', 'fire', 'shed', 'coat', 'plum']","['mine', 'wolf', 'frog', 'fire', 'plum', 'shed', 'coat']"
122,math,"['lion', 'lock', 'bowl', 'coin', 'wall', 'crow', 'fern', 'bike', 'fork', 'peak', 'loaf', 'team', 'bull', 'head', 'beer']","['lion', 'lock', 'bowl', 'coin', 'wall', 'crow', 'bull', 'bike']"
123,math,"['neck', 'kite', 'wrap', 'coat', 'roof', 'chin', 'diva', 'bell', 'tuna', 'sofa', 'mask', 'meat', 'team', 'dune', 'chip']","['kite', 'neck', 'coat', 'roof', 'diva', 'sofa', 'meat', 'crew', 'chip']"
124,math,"['shoe', 'wind', 'city', 'neck', 'drum', 'lamb', 'snow', 'swan', 'duck', 'tool', 'loaf', 'crab', 'hair', 'head', 'soda']","['city', 'shoe', 'wind', 'snow', 'lamb', 'goat']"
125,math,"['peer', 'king', 'wine', 'cart', 'rock', 'city', 'hair', 'salt', 'baby', 'barn', 'lips', 'rain', 'bike', 'cake', 'hawk']","['king', 'city', 'cart', 'rock', 'hair']"
126,math,"['fork', 'lamb', 'belt', 'folk', 'hand', 'cart', 'goat', 'clip', 'sofa', 'desk', 'bull', 'lord', 'wood', 'chip', 'rope']","['sofa', 'chip', 'chip', 'goat', 'bull']"
127,math,"['mule', 'fork', 'head', 'guru', 'sock', 'hill', 'port', 'land', 'door', 'wave', 'dock', 'worm', 'stew', 'wolf', 'clam']","['fork', 'guru', 'sock', 'land', 'hill', 'port', 'worm', 'wolf', 'stew']"
128,math,"['bowl', 'dust', 'calf', 'card', 'worm', 'farm', 'wolf', 'hawk', 'corn', 'vest', 'yard', 'pear', 'peak', 'seat', 'nail']","['bowl', 'dust', 'yard', 'farm', 'worm', 'wolf', 'peak', 'pear', 'seat']"
129,math,"['nerd', 'mule', 'wire', 'shed', 'seat', 'drum', 'folk', 'foot', 'gnat', 'beer', 'swan', 'crab', 'maid', 'bull', 'mine']","['nerd', 'wire', 'shed', 'seat', 'drum', 'folk', 'beer', 'maid', 'bull', 'swan']"
130,math,"['coin', 'bean', 'fire', 'path', 'cake', 'nerd', 'wind', 'tree', 'kite', 'tent', 'cave', 'bowl', 'clip', 'soup', 'shoe']","['cave', 'bowl', 'soup', 'clip', 'bowl', 'bean', 'coin']"
131,math,"['vest', 'foot', 'bear', 'door', 'tide', 'goat', 'farm', 'king', 'roll', 'park', 'town', 'note', 'wood', 'plum', 'gang']","['king', 'roll', 'town', 'wood', 'plum', 'goat', 'bear', 'door']"
132,math,"['loaf', 'barn', 'reef', 'carp', 'hill', 'star', 'lord', 'city', 'port', 'shed', 'lion', 'gnat', 'hand', 'lips', 'gang']","['loaf', 'barn', 'hill', 'shed', 'moon', 'star', 'lord', 'city', 'port']"
133,math,"['pals', 'reef', 'hare', 'foot', 'wife', 'beef', 'park', 'bull', 'tent', 'calf', 'road', 'tuna', 'nail', 'hand', 'diva']","['tuna', 'reef', 'pals', 'hare', 'foot', 'diva']"
134,math,"['plum', 'team', 'milk', 'barn', 'coin', 'soda', 'face', 'lion', 'bowl', 'fish', 'boar', 'lake', 'road', 'brat', 'shed']","['lake', 'bear', 'barn', 'fish', 'bowl', 'coin', 'milk', 'road']"
135,math,"['boot', 'seal', 'lamp', 'isle', 'city', 'path', 'cola', 'nail', 'brat', 'frog', 'moon', 'shop', 'wrap', 'salt', 'note']","['moon', 'brat', 'nail', 'soda', 'shop', 'city']"
